insider,vector,date,user,source,action
0,1,-9223372036855,472,647,58
0,1,-9223372036855,26,833,245
0,1,-9223372036855,16,190,1063
0,1,-9223372036855,26,833,245
0,1,-9223372036855,16,190,1063
0,1,-9223372036855,710,179,434
0,1,-9223372036855,16,190,320
0,1,-9223372036855,710,179,434
0,1,-9223372036855,16,190,320
0,1,-9223372036855,10,53,650
0,1,-9223372036855,710,179,1061
0,1,-9223372036855,10,53,650
0,1,-9223372036855,710,179,1061
0,1,-9223372036855,16,190,360
0,1,-9223372036855,16,190,360
0,1,-9223372036855,20,95,341
0,1,-9223372036855,20,95,669
0,1,-9223372036855,20,95,696
0,1,-9223372036855,10,53,1185
0,1,-9223372036855,10,53,1185
0,1,-9223372036855,458,551,990
0,1,-9223372036855,458,551,990
0,1,-9223372036855,538,189,112
0,1,-9223372036855,538,189,790
0,1,-9223372036855,538,189,1239
0,1,-9223372036855,538,189,1239
0,1,-9223372036855,398,144,684
0,1,-9223372036855,398,144,684
0,1,-9223372036855,398,144,856
0,1,1262586660000,679,655,792
0,1,1262586720000,206,749,1331
0,1,1262586720000,206,749,1046
0,1,1262586720000,206,749,413
0,1,1262586720000,214,472,1249
0,1,1262586720000,214,472,438
0,1,1262586720000,214,472,437
0,1,1262586720000,214,472,433
0,1,1262586720000,214,472,311
0,1,1262586720000,214,472,432
0,1,1262586720000,214,472,686
0,1,1262586720000,214,472,433
0,1,1262586720000,214,472,438
0,1,1262586840000,216,142,435
0,1,1262586840000,352,604,278
0,1,1262586840000,352,604,546
0,1,1262586840000,352,604,1074
0,1,1262586840000,352,604,1319
0,1,1262586840000,352,604,1074
0,1,1262586840000,352,604,178
0,1,1262586840000,352,604,546
0,1,1262586840000,352,604,204
0,1,1262586840000,352,604,1073
0,1,1262586840000,352,604,280
0,1,1262586840000,352,604,565
0,1,1262586840000,352,604,212
0,1,1262586840000,756,205,178
0,1,1262586840000,756,205,77
0,1,1262586900000,161,530,244
0,1,1262586900000,161,530,272
0,1,1262586900000,471,663,855
0,1,1262586900000,471,663,720
0,1,1262586900000,754,533,178
0,1,1262587001000,352,604,1238
0,1,1262587020000,70,245,178
0,1,1262587020000,70,245,197
0,1,1262587020000,337,187,1093
0,1,1262587020000,337,187,720
0,1,1262587038000,352,604,359
0,1,1262587056000,352,604,658
0,1,1262587061000,216,142,1238
0,1,1262587061000,352,604,1238
0,1,1262587080000,347,316,244
0,1,1262587080000,347,316,720
0,1,1262587080000,347,316,720
0,1,1262587080000,748,517,1360
0,1,1262587098000,352,604,359
0,1,1262587103000,352,604,767
0,1,1262587116000,216,142,658
0,1,1262587116000,352,604,658
0,1,1262587163000,352,604,767
0,1,1262587200000,86,697,658
0,1,1262587200000,86,697,278
0,1,1262587200000,86,697,1074
0,1,1262587200000,86,697,204
0,1,1262587200000,86,697,281
0,1,1262587200000,136,151,280
0,1,1262587200000,136,151,281
0,1,1262587260000,69,68,1046
0,1,1262587260000,69,68,1360
0,1,1262587260000,69,68,751
0,1,1262587260000,69,68,1093
0,1,1262587260000,69,68,1270
0,1,1262587260000,69,68,345
0,1,1262587260000,69,68,720
0,1,1262587260000,69,68,413
0,1,1262587260000,69,68,720
0,1,1262587260000,69,68,792
0,1,1262587260000,69,68,796
0,1,1262587320000,385,338,546
0,1,1262587320000,385,338,1073
0,1,1262587320000,385,338,281
0,1,1262587320000,598,422,1074
0,1,1262587320000,598,422,1074
0,1,1262587320000,598,422,1074
0,1,1262587320000,598,422,1073
0,1,1262587320000,598,422,281
0,1,1262587380000,639,841,1093
0,1,1262587380000,705,811,855
0,1,1262587380000,705,811,1270
0,1,1262587380000,705,811,1270
0,1,1262587440000,77,292,855
0,1,1262587440000,77,292,792
0,1,1262587440000,604,394,1331
0,1,1262587440000,604,394,1093
0,1,1262587440000,604,394,792
0,1,1262587500000,84,448,178
0,1,1262587500000,84,448,179
0,1,1262587500000,120,747,278
0,1,1262587500000,120,747,278
0,1,1262587500000,120,747,212
0,1,1262587514000,214,472,814
0,1,1262587560000,9,135,67
0,1,1262587560000,140,555,178
0,1,1262587560000,407,696,651
0,1,1262587560000,407,696,751
0,1,1262587560000,407,696,1331
0,1,1262587560000,407,696,751
0,1,1262587560000,487,37,278
0,1,1262587560000,487,37,1073
0,1,1262587560000,487,37,1139
0,1,1262587560000,487,37,658
0,1,1262587560000,504,283,910
0,1,1262587560000,504,283,869
0,1,1262587560000,504,283,374
0,1,1262587560000,504,283,1339
0,1,1262587560000,504,283,374
0,1,1262587560000,550,525,963
0,1,1262587560000,550,525,1269
0,1,1262587560000,616,707,1087
0,1,1262587560000,616,707,1123
0,1,1262587560000,616,707,522
0,1,1262587560000,616,707,272
0,1,1262587560000,616,707,1087
0,1,1262587560000,616,707,541
0,1,1262587574000,214,472,814
0,1,1262587620000,59,52,840
0,1,1262587620000,59,52,198
0,1,1262587620000,59,52,1342
0,1,1262587620000,141,244,307
0,1,1262587620000,141,244,272
0,1,1262587620000,141,244,217
0,1,1262587620000,141,244,217
0,1,1262587620000,141,244,1229
0,1,1262587620000,141,244,513
0,1,1262587620000,263,637,513
0,1,1262587620000,263,637,1051
0,1,1262587620000,263,637,513
0,1,1262587620000,263,637,513
0,1,1262587620000,263,637,513
0,1,1262587620000,263,637,513
0,1,1262587620000,517,615,948
0,1,1262587620000,517,615,522
0,1,1262587620000,517,615,374
0,1,1262587620000,517,615,1357
0,1,1262587620000,527,392,999
0,1,1262587620000,527,392,999
0,1,1262587659000,59,52,1052
0,1,1262587661000,214,472,1127
0,1,1262587679000,214,472,1153
0,1,1262587680000,198,650,665
0,1,1262587680000,198,650,397
0,1,1262587680000,356,504,819
0,1,1262587680000,356,504,710
0,1,1262587680000,356,504,368
0,1,1262587680000,356,504,953
0,1,1262587680000,356,504,1340
0,1,1262587680000,400,694,352
0,1,1262587680000,400,694,639
0,1,1262587680000,400,694,639
0,1,1262587694000,98,274,719
0,1,1262587697000,59,52,472
0,1,1262587701000,3,225,463
0,1,1262587721000,214,472,1127
0,1,1262587739000,214,472,1153
0,1,1262587740000,167,67,352
0,1,1262587740000,167,67,1141
0,1,1262587740000,509,683,877
0,1,1262587740000,509,683,878
0,1,1262587740000,509,683,877
0,1,1262587740000,509,683,877
0,1,1262587740000,509,683,1096
0,1,1262587740000,735,174,819
0,1,1262587740000,735,174,339
0,1,1262587752000,59,52,819
0,1,1262587754000,98,274,719
0,1,1262587754000,347,316,719
0,1,1262587757000,263,637,472
0,1,1262587761000,9,135,463
0,1,1262587800000,220,256,444
0,1,1262587800000,256,564,1339
0,1,1262587800000,256,564,1097
0,1,1262587800000,256,564,470
0,1,1262587800000,256,564,819
0,1,1262587800000,256,564,756
0,1,1262587800000,256,564,476
0,1,1262587800000,474,175,819
0,1,1262587800000,474,175,819
0,1,1262587800000,474,175,818
0,1,1262587800000,474,175,532
0,1,1262587800000,474,175,840
0,1,1262587800000,474,175,819
0,1,1262587800000,474,175,396
0,1,1262587800000,474,175,139
0,1,1262587800000,474,175,541
0,1,1262587800000,603,585,819
0,1,1262587800000,603,585,1123
0,1,1262587800000,603,585,1123
0,1,1262587800000,671,437,1141
0,1,1262587800000,722,291,1301
0,1,1262587812000,303,674,819
0,1,1262587812000,474,175,819
0,1,1262587812000,504,283,819
0,1,1262587812000,616,707,819
0,1,1262587855000,59,52,149
0,1,1262587860000,234,529,352
0,1,1262587860000,234,529,1141
0,1,1262587860000,234,529,444
0,1,1262587860000,234,529,463
0,1,1262587860000,234,529,463
0,1,1262587860000,363,27,819
0,1,1262587860000,363,27,368
0,1,1262587860000,363,27,701
0,1,1262587860000,363,27,1339
0,1,1262587860000,363,27,1357
0,1,1262587860000,363,27,1342
0,1,1262587860000,388,814,1242
0,1,1262587920000,156,359,249
0,1,1262587920000,173,417,368
0,1,1262587920000,173,417,368
0,1,1262587920000,173,417,1097
0,1,1262587920000,173,417,869
0,1,1262587920000,173,417,368
0,1,1262587920000,189,79,1337
0,1,1262587920000,189,79,1329
0,1,1262587920000,189,79,427
0,1,1262587920000,189,79,430
0,1,1262587920000,189,79,243
0,1,1262587920000,189,79,263
0,1,1262587920000,189,79,463
0,1,1262587920000,189,79,263
0,1,1262587920000,189,79,430
0,1,1262587920000,189,79,527
0,1,1262587920000,298,164,522
0,1,1262587920000,298,164,532
0,1,1262587920000,298,164,532
0,1,1262587920000,298,164,522
0,1,1262587920000,298,164,962
0,1,1262587920000,298,164,532
0,1,1262587920000,298,164,701
0,1,1262587920000,298,164,541
0,1,1262587920000,631,48,1193
0,1,1262587920000,631,48,522
0,1,1262587920000,631,48,756
0,1,1262587920000,631,48,374
0,1,1262587924000,156,359,425
0,1,1262587980000,116,203,1141
0,1,1262587980000,217,75,425
0,1,1262587980000,217,75,431
0,1,1262587980000,217,75,1214
0,1,1262587980000,217,75,430
0,1,1262587980000,217,75,430
0,1,1262587980000,500,80,927
0,1,1262587980000,516,238,513
0,1,1262587980000,516,238,920
0,1,1262587980000,516,238,920
0,1,1262587980000,669,591,1208
0,1,1262587980000,669,591,1208
0,1,1262587980000,669,591,967
0,1,1262587980000,669,591,67
0,1,1262587980000,669,591,731
0,1,1262587980000,680,177,1252
0,1,1262587980000,680,177,1252
0,1,1262587980000,680,177,1252
0,1,1262587980000,680,177,703
0,1,1262587980000,680,177,1054
0,1,1262587980000,680,177,742
0,1,1262587980000,680,177,742
0,1,1262587980000,680,177,630
0,1,1262587980000,680,177,721
0,1,1262587980000,680,177,1252
0,1,1262587980000,680,177,1145
0,1,1262588002000,680,177,590
0,1,1262588029000,388,814,964
0,1,1262588036000,189,79,775
0,1,1262588039000,59,52,472
0,1,1262588040000,73,243,146
0,1,1262588040000,73,243,1097
0,1,1262588040000,73,243,877
0,1,1262588040000,73,243,1229
0,1,1262588040000,81,481,1075
0,1,1262588040000,618,829,1096
0,1,1262588040000,618,829,1096
0,1,1262588040000,618,829,840
0,1,1262588040000,618,829,735
0,1,1262588040000,618,829,1123
0,1,1262588040000,618,829,522
0,1,1262588040000,618,829,878
0,1,1262588040000,618,829,1097
0,1,1262588040000,618,829,1230
0,1,1262588040000,618,829,201
0,1,1262588040000,618,829,201
0,1,1262588040000,618,829,201
0,1,1262588040000,618,829,272
0,1,1262588040000,618,829,374
0,1,1262588040000,618,829,1229
0,1,1262588040000,618,829,905
0,1,1262588040000,618,829,1339
0,1,1262588040000,618,829,90
0,1,1262588040000,618,829,900
0,1,1262588040000,618,829,1068
0,1,1262588040000,618,829,877
0,1,1262588040000,618,829,755
0,1,1262588040000,618,829,869
0,1,1262588040000,618,829,953
0,1,1262588040000,618,829,1230
0,1,1262588040000,618,829,350
0,1,1262588040000,618,829,339
0,1,1262588040000,618,829,1097
0,1,1262588040000,618,829,1340
0,1,1262588040000,618,829,819
0,1,1262588040000,618,829,840
0,1,1262588040000,618,829,1298
0,1,1262588040000,618,829,217
0,1,1262588040000,618,829,217
0,1,1262588040000,618,829,374
0,1,1262588040000,618,829,1096
0,1,1262588040000,676,30,1301
0,1,1262588040000,676,30,927
0,1,1262588040000,676,30,1237
0,1,1262588059000,500,80,255
0,1,1262588078000,59,52,307
0,1,1262588088000,59,52,375
0,1,1262588089000,198,650,964
0,1,1262588089000,550,525,964
0,1,1262588099000,263,637,472
0,1,1262588100000,179,641,819
0,1,1262588100000,179,641,373
0,1,1262588100000,179,641,374
0,1,1262588100000,179,641,877
0,1,1262588100000,179,641,374
0,1,1262588100000,179,641,374
0,1,1262588100000,179,641,819
0,1,1262588100000,428,21,967
0,1,1262588100000,428,21,775
0,1,1262588100000,447,159,374
0,1,1262588100000,529,642,818
0,1,1262588100000,529,642,953
0,1,1262588100000,529,642,975
0,1,1262588100000,736,192,1342
0,1,1262588100000,736,192,1342
0,1,1262588114000,189,79,312
0,1,1262588119000,59,52,365
0,1,1262588119000,198,650,255
0,1,1262588119000,500,80,255
0,1,1262588120000,59,52,1096
0,1,1262588138000,141,244,307
0,1,1262588138000,736,192,307
0,1,1262588148000,516,238,375
0,1,1262588148000,616,707,375
0,1,1262588148000,639,841,1220
0,1,1262588159000,388,814,963
0,1,1262588160000,50,478,1260
0,1,1262588160000,456,654,960
0,1,1262588161000,11,414,113
0,1,1262588162000,59,52,217
0,1,1262588180000,263,637,1096
0,1,1262588180000,509,683,1096
0,1,1262588180000,603,585,1096
0,1,1262588180000,618,829,1096
0,1,1262588180000,735,174,1096
0,1,1262588184000,59,52,847
0,1,1262588208000,69,68,1220
0,1,1262588208000,679,655,1220
0,1,1262588208000,705,811,1220
0,1,1262588219000,550,525,963
0,1,1262588220000,160,40,639
0,1,1262588220000,358,429,337
0,1,1262588220000,358,429,672
0,1,1262588220000,358,429,672
0,1,1262588220000,358,429,82
0,1,1262588220000,358,429,1001
0,1,1262588220000,358,429,290
0,1,1262588220000,358,429,676
0,1,1262588220000,358,429,672
0,1,1262588220000,580,410,1357
0,1,1262588220000,608,748,1193
0,1,1262588220000,608,748,948
0,1,1262588220000,608,748,1229
0,1,1262588220000,608,748,513
0,1,1262588220000,608,748,1113
0,1,1262588220000,660,712,352
0,1,1262588220000,695,456,1242
0,1,1262588220000,695,456,1242
0,1,1262588220000,695,456,397
0,1,1262588220000,707,90,665
0,1,1262588221000,50,478,113
0,1,1262588221000,222,815,113
0,1,1262588221000,488,354,113
0,1,1262588222000,141,244,217
0,1,1262588244000,356,504,847
0,1,1262588244000,603,585,847
0,1,1262588263000,430,6,717
0,1,1262588266000,550,525,1243
0,1,1262588271000,59,52,300
0,1,1262588280000,732,369,221
0,1,1262588280000,732,369,1012
0,1,1262588280000,732,369,1336
0,1,1262588280000,732,369,1336
0,1,1262588280000,732,369,978
0,1,1262588280000,732,369,1345
0,1,1262588280000,732,369,1335
0,1,1262588280000,732,369,290
0,1,1262588280000,732,369,456
0,1,1262588280000,732,369,1336
0,1,1262588284000,189,79,312
0,1,1262588285000,179,641,1097
0,1,1262588286000,141,244,910
0,1,1262588304000,189,79,444
0,1,1262588319000,500,80,412
0,1,1262588323000,388,814,717
0,1,1262588323000,430,6,717
0,1,1262588323000,527,392,717
0,1,1262588326000,695,456,1243
0,1,1262588326000,722,291,1243
0,1,1262588340000,87,393,927
0,1,1262588340000,87,393,1104
0,1,1262588340000,87,393,397
0,1,1262588340000,87,393,665
0,1,1262588340000,87,393,1301
0,1,1262588340000,87,393,963
0,1,1262588340000,87,393,999
0,1,1262588340000,87,393,1242
0,1,1262588340000,87,393,1242
0,1,1262588340000,268,360,948
0,1,1262588340000,268,360,532
0,1,1262588340000,268,360,368
0,1,1262588340000,268,360,1229
0,1,1262588340000,268,360,541
0,1,1262588340000,268,360,541
0,1,1262588340000,570,795,418
0,1,1262588340000,668,397,964
0,1,1262588340000,684,482,1229
0,1,1262588340000,684,482,1230
0,1,1262588340000,684,482,272
0,1,1262588340000,684,482,1229
0,1,1262588340000,684,482,1230
0,1,1262588340000,684,482,1229
0,1,1262588340000,684,482,1087
0,1,1262588340000,684,482,1052
0,1,1262588344000,400,694,312
0,1,1262588345000,141,244,1097
0,1,1262588345000,179,641,1097
0,1,1262588345000,616,707,1097
0,1,1262588345000,618,829,1097
0,1,1262588346000,73,243,910
0,1,1262588346000,504,283,910
0,1,1262588364000,220,256,444
0,1,1262588368000,179,641,452
0,1,1262588372000,732,369,1245
0,1,1262588379000,388,814,412
0,1,1262588379000,500,80,412
0,1,1262588383000,167,67,1083
0,1,1262588389000,638,595,1355
0,1,1262588398000,337,187,33
0,1,1262588400000,626,471,463
0,1,1262588400000,626,471,352
0,1,1262588406000,337,187,1360
0,1,1262588427000,337,187,126
0,1,1262588428000,179,641,452
0,1,1262588428000,631,48,452
0,1,1262588434000,189,79,312
0,1,1262588442000,337,187,1220
0,1,1262588443000,456,654,1083
0,1,1262588443000,626,471,1083
0,1,1262588449000,84,448,1355
0,1,1262588449000,754,533,1355
0,1,1262588453000,337,187,170
0,1,1262588458000,337,187,33
0,1,1262588458000,604,394,33
0,1,1262588460000,193,76,927
0,1,1262588460000,437,728,300
0,1,1262588460000,437,728,307
0,1,1262588460000,437,728,703
0,1,1262588460000,437,728,840
0,1,1262588460000,437,728,840
0,1,1262588460000,437,728,1342
0,1,1262588460000,741,699,1339
0,1,1262588460000,741,699,532
0,1,1262588460000,741,699,1339
0,1,1262588460000,741,699,1339
0,1,1262588460000,741,699,877
0,1,1262588460000,741,699,1340
0,1,1262588460000,741,699,1339
0,1,1262588460000,741,699,756
0,1,1262588460000,741,699,981
0,1,1262588460000,741,699,307
0,1,1262588463000,81,481,915
0,1,1262588466000,337,187,1360
0,1,1262588466000,748,517,1360
0,1,1262588467000,337,187,720
0,1,1262588487000,77,292,126
0,1,1262588487000,337,187,126
0,1,1262588487000,347,316,126
0,1,1262588487000,748,517,126
0,1,1262588489000,189,79,950
0,1,1262588494000,167,67,312
0,1,1262588502000,337,187,1220
0,1,1262588502000,679,655,1220
0,1,1262588513000,69,68,170
0,1,1262588513000,337,187,170
0,1,1262588520000,271,717,978
0,1,1262588520000,271,717,456
0,1,1262588520000,271,717,1245
0,1,1262588520000,557,610,1017
0,1,1262588520000,557,610,1017
0,1,1262588520000,557,610,528
0,1,1262588520000,557,610,1017
0,1,1262588520000,557,610,1004
0,1,1262588520000,557,610,1003
0,1,1262588520000,620,722,1084
0,1,1262588520000,620,722,1084
0,1,1262588521000,216,142,644
0,1,1262588523000,81,481,915
0,1,1262588523000,145,789,915
0,1,1262588523000,488,354,915
0,1,1262588527000,98,274,720
0,1,1262588527000,337,187,720
0,1,1262588527000,347,316,720
0,1,1262588527000,679,655,720
0,1,1262588527000,748,517,720
0,1,1262588549000,167,67,950
0,1,1262588549000,428,21,950
0,1,1262588574000,216,142,1271
0,1,1262588580000,572,214,1025
0,1,1262588580000,746,677,1249
0,1,1262588580000,746,677,144
0,1,1262588580000,746,677,1127
0,1,1262588580000,746,677,438
0,1,1262588580000,746,677,660
0,1,1262588580000,746,677,311
0,1,1262588580000,746,677,432
0,1,1262588580000,746,677,152
0,1,1262588581000,352,604,644
0,1,1262588581000,487,37,644
0,1,1262588585000,268,360,1339
0,1,1262588593000,167,67,1208
0,1,1262588615000,732,369,797
0,1,1262588640000,330,571,1039
0,1,1262588640000,330,571,1005
0,1,1262588640000,349,484,663
0,1,1262588640000,349,484,118
0,1,1262588640000,349,484,629
0,1,1262588640000,349,484,650
0,1,1262588640000,349,484,663
0,1,1262588640000,349,484,72
0,1,1262588640000,349,484,116
0,1,1262588640000,349,484,629
0,1,1262588642000,216,142,196
0,1,1262588645000,268,360,1339
0,1,1262588645000,608,748,1339
0,1,1262588645000,741,699,1339
0,1,1262588648000,732,369,1345
0,1,1262588653000,669,591,1208
0,1,1262588657000,69,68,804
0,1,1262588657000,216,142,1074
0,1,1262588658000,69,68,244
0,1,1262588689000,268,360,123
0,1,1262588700000,353,609,1199
0,1,1262588700000,353,609,631
0,1,1262588700000,353,609,950
0,1,1262588700000,575,5,1052
0,1,1262588702000,70,245,196
0,1,1262588708000,271,717,1345
0,1,1262588717000,69,68,804
0,1,1262588717000,179,641,975
0,1,1262588717000,598,422,1074
0,1,1262588718000,69,68,244
0,1,1262588718000,161,530,244
0,1,1262588749000,268,360,123
0,1,1262588751000,69,68,391
0,1,1262588760000,47,254,663
0,1,1262588760000,47,254,629
0,1,1262588760000,47,254,650
0,1,1262588760000,47,254,663
0,1,1262588760000,47,254,72
0,1,1262588760000,47,254,951
0,1,1262588760000,47,254,70
0,1,1262588760000,47,254,618
0,1,1262588777000,179,641,975
0,1,1262588777000,263,637,975
0,1,1262588777000,529,642,975
0,1,1262588777000,741,699,975
0,1,1262588790000,154,754,1120
0,1,1262588811000,69,68,391
0,1,1262588811000,189,79,312
0,1,1262588811000,604,394,391
0,1,1262588820000,226,365,443
0,1,1262588820000,226,365,939
0,1,1262588820000,226,365,443
0,1,1262588820000,226,365,443
0,1,1262588820000,226,365,48
0,1,1262588820000,226,365,360
0,1,1262588820000,226,365,1237
0,1,1262588820000,226,365,443
0,1,1262588820000,226,365,443
0,1,1262588820000,226,365,443
0,1,1262588820000,226,365,443
0,1,1262588833000,349,484,782
0,1,1262588837000,437,728,970
0,1,1262588850000,69,68,1187
0,1,1262588851000,732,369,1245
0,1,1262588854000,437,728,920
0,1,1262588867000,69,68,790
0,1,1262588880000,179,641,470
0,1,1262588886000,69,68,391
0,1,1262588893000,171,706,782
0,1,1262588896000,167,67,1083
0,1,1262588897000,437,728,970
0,1,1262588897000,736,192,970
0,1,1262588900000,214,472,1216
0,1,1262588910000,69,68,1187
0,1,1262588910000,388,814,500
0,1,1262588910000,639,841,1187
0,1,1262588913000,437,728,532
0,1,1262588914000,437,728,920
0,1,1262588914000,516,238,920
0,1,1262588927000,69,68,790
0,1,1262588940000,179,641,470
0,1,1262588940000,256,564,470
0,1,1262588946000,69,68,391
0,1,1262588946000,639,841,391
0,1,1262588946000,679,655,391
0,1,1262588946000,748,517,391
0,1,1262588956000,353,609,1083
0,1,1262588956000,400,694,1083
0,1,1262588956000,557,610,1083
0,1,1262588956000,626,471,1083
0,1,1262588960000,214,472,1216
0,1,1262588961000,193,76,963
0,1,1262588967000,193,76,867
0,1,1262588970000,722,291,500
0,1,1262588972000,437,728,948
0,1,1262588973000,173,417,532
0,1,1262588973000,298,164,532
0,1,1262588973000,437,728,532
0,1,1262588973000,618,829,532
0,1,1262588996000,69,68,244
0,1,1262589000000,21,109,443
0,1,1262589000000,21,109,443
0,1,1262589000000,21,109,49
0,1,1262589000000,21,109,49
0,1,1262589000000,21,109,48
0,1,1262589000000,21,109,1237
0,1,1262589000000,21,109,443
0,1,1262589000000,21,109,799
0,1,1262589000000,21,109,799
0,1,1262589000000,29,459,42
0,1,1262589000000,29,459,1114
0,1,1262589000000,92,2,1041
0,1,1262589000000,626,471,228
0,1,1262589021000,69,68,1226
0,1,1262589021000,87,393,963
0,1,1262589021000,430,6,963
0,1,1262589021000,550,525,963
0,1,1262589022000,189,79,312
0,1,1262589027000,500,80,867
0,1,1262589032000,437,728,948
0,1,1262589032000,517,615,948
0,1,1262589056000,69,68,244
0,1,1262589056000,161,530,244
0,1,1262589056000,752,165,244
0,1,1262589060000,160,40,228
0,1,1262589060000,167,67,228
0,1,1262589060000,268,360,559
0,1,1262589060000,683,700,1248
0,1,1262589060000,683,700,782
0,1,1262589081000,69,68,1226
0,1,1262589109000,437,728,1087
0,1,1262589120000,268,360,559
0,1,1262589120000,303,674,559
0,1,1262589127000,179,641,1097
0,1,1262589128000,732,369,1343
0,1,1262589152000,189,79,950
0,1,1262589163000,214,472,846
0,1,1262589169000,437,728,1087
0,1,1262589169000,616,707,1087
0,1,1262589180000,755,110,1114
0,1,1262589187000,179,641,1097
0,1,1262589187000,618,829,1097
0,1,1262589190000,81,481,113
0,1,1262589200000,189,79,312
0,1,1262589208000,214,472,437
0,1,1262589212000,148,358,950
0,1,1262589212000,160,40,950
0,1,1262589212000,626,471,950
0,1,1262589223000,214,472,846
0,1,1262589223000,449,106,846
0,1,1262589250000,50,478,113
0,1,1262589250000,81,481,113
0,1,1262589263000,189,79,950
0,1,1262589266000,638,595,399
0,1,1262589268000,214,472,437
0,1,1262589268000,449,106,437
0,1,1262589288000,214,472,652
0,1,1262589288000,271,717,1335
0,1,1262589290000,69,68,796
0,1,1262589300000,362,684,704
0,1,1262589300000,362,684,703
0,1,1262589300000,362,684,703
0,1,1262589300000,362,684,1144
0,1,1262589300000,362,684,703
0,1,1262589300000,362,684,703
0,1,1262589300000,362,684,703
0,1,1262589300000,362,684,703
0,1,1262589300000,362,684,1252
0,1,1262589300000,362,684,1145
0,1,1262589300000,425,125,939
0,1,1262589300000,425,125,443
0,1,1262589300000,425,125,49
0,1,1262589300000,425,125,48
0,1,1262589300000,425,125,1302
0,1,1262589300000,425,125,737
0,1,1262589300000,425,125,737
0,1,1262589300000,425,125,1237
0,1,1262589300000,425,125,1361
0,1,1262589300000,425,125,799
0,1,1262589300000,425,125,799
0,1,1262589312000,69,68,391
0,1,1262589315000,179,641,948
0,1,1262589318000,69,68,1187
0,1,1262589326000,179,641,818
0,1,1262589334000,69,68,1226
0,1,1262589348000,214,472,652
0,1,1262589348000,271,717,1335
0,1,1262589348000,732,369,1335
0,1,1262589350000,69,68,796
0,1,1262589350000,357,519,796
0,1,1262589350000,748,517,796
0,1,1262589360000,18,401,87
0,1,1262589360000,95,404,268
0,1,1262589360000,115,792,968
0,1,1262589360000,115,792,313
0,1,1262589360000,115,792,589
0,1,1262589360000,115,792,1090
0,1,1262589360000,115,792,1241
0,1,1262589360000,115,792,528
0,1,1262589360000,115,792,161
0,1,1262589360000,115,792,1241
0,1,1262589360000,115,792,944
0,1,1262589360000,115,792,336
0,1,1262589360000,115,792,180
0,1,1262589360000,115,792,211
0,1,1262589360000,290,57,418
0,1,1262589360000,290,57,519
0,1,1262589360000,290,57,1025
0,1,1262589360000,290,57,529
0,1,1262589360000,290,57,552
0,1,1262589360000,290,57,552
0,1,1262589360000,290,57,519
0,1,1262589360000,290,57,519
0,1,1262589360000,290,57,294
0,1,1262589360000,290,57,1060
0,1,1262589360000,290,57,1295
0,1,1262589360000,318,389,572
0,1,1262589360000,318,389,718
0,1,1262589360000,318,389,572
0,1,1262589360000,381,321,734
0,1,1262589360000,381,321,637
0,1,1262589360000,381,321,721
0,1,1262589360000,381,321,305
0,1,1262589360000,602,337,933
0,1,1262589360000,602,337,1133
0,1,1262589360000,602,337,1133
0,1,1262589360000,727,270,561
0,1,1262589360000,727,270,305
0,1,1262589360000,727,270,502
0,1,1262589360000,727,270,1320
0,1,1262589372000,69,68,391
0,1,1262589375000,179,641,948
0,1,1262589375000,437,728,948
0,1,1262589375000,517,615,948
0,1,1262589375000,608,748,948
0,1,1262589378000,69,68,1187
0,1,1262589378000,347,316,1187
0,1,1262589378000,471,663,1187
0,1,1262589378000,604,394,1187
0,1,1262589378000,639,841,1187
0,1,1262589386000,179,641,818
0,1,1262589386000,474,175,818
0,1,1262589394000,69,68,1226
0,1,1262589415000,598,422,565
0,1,1262589420000,72,213,124
0,1,1262589420000,238,305,454
0,1,1262589420000,246,543,420
0,1,1262589420000,265,440,272
0,1,1262589420000,267,426,537
0,1,1262589420000,267,426,1146
0,1,1262589420000,307,14,1110
0,1,1262589420000,307,14,1322
0,1,1262589420000,490,635,142
0,1,1262589420000,490,635,804
0,1,1262589420000,490,635,933
0,1,1262589420000,490,635,933
0,1,1262589420000,548,85,961
0,1,1262589420000,548,85,529
0,1,1262589420000,548,85,276
0,1,1262589420000,548,85,552
0,1,1262589420000,548,85,418
0,1,1262589420000,581,825,188
0,1,1262589420000,581,825,957
0,1,1262589420000,721,328,219
0,1,1262589420000,721,328,1295
0,1,1262589420000,721,328,1295
0,1,1262589420000,721,328,1316
0,1,1262589420000,721,328,1233
0,1,1262589420000,721,328,552
0,1,1262589420000,726,705,1322
0,1,1262589426000,626,471,908
0,1,1262589438000,603,585,701
0,1,1262589449000,388,814,1299
0,1,1262589450000,456,654,54
0,1,1262589475000,284,262,565
0,1,1262589475000,756,205,565
0,1,1262589479000,271,717,1274
0,1,1262589480000,67,531,837
0,1,1262589480000,67,531,1075
0,1,1262589480000,67,531,193
0,1,1262589480000,67,531,478
0,1,1262589480000,119,600,519
0,1,1262589480000,119,600,294
0,1,1262589480000,119,600,294
0,1,1262589480000,119,600,294
0,1,1262589480000,119,600,294
0,1,1262589480000,119,600,294
0,1,1262589480000,119,600,1221
0,1,1262589480000,119,600,294
0,1,1262589480000,119,600,294
0,1,1262589480000,119,600,294
0,1,1262589480000,253,131,474
0,1,1262589480000,253,131,437
0,1,1262589480000,513,307,420
0,1,1262589480000,513,307,944
0,1,1262589480000,531,764,886
0,1,1262589480000,531,764,91
0,1,1262589480000,531,764,1167
0,1,1262589480000,531,764,960
